product_key,product_id,category_id,supplier_id,product_name,cost_price,retail_price,start_dttm,end_dttm,is_active
210,154,3,2,Электронный Усилитель Июнь,63708.67,97334.98,2025-07-30 23:29:12.707587,2999-12-31 23:59:59.000000,True
211,155,1,1,Базовый Инструмент Грудь,3055.22,4061.75,2026-04-04 08:49:27.415335,2999-12-31 23:59:59.000000,True
212,156,4,5,Акустический Усилитель Заработать,115299.39,167662.05,2025-08-15 13:50:57.859454,2999-12-31 23:59:59.000000,True
213,157,5,5,Студийный Комплект Правление,13455.96,16785.14,2026-02-28 21:03:58.228899,2999-12-31 23:59:59.000000,True
214,158,2,5,Акустический Синтезатор Освобождение,88379.14,146526.82,2026-01-11 18:42:17.624524,2999-12-31 23:59:59.000000,True
215,159,3,4,Студийный Инструмент Солнце,33684.73,59109.18,2024-07-25 21:03:17.253322,2025-04-07 21:03:17.253322,False
216,159,3,4,Студийный Инструмент Солнце,37427.48,65676.87,2025-04-07 21:03:17.253322,2999-12-31 23:59:59.000000,True
217,160,3,2,Профессиональный Инструмент Проход,95829.47,155329.96,2025-03-16 07:13:10.965853,2025-09-20 07:13:10.965853,False
218,160,3,2,Профессиональный Инструмент Проход,106477.19,172588.85,2025-09-20 07:13:10.965853,2999-12-31 23:59:59.000000,True
219,161,3,2,Акустический Набор Факультет,112716.68,194332.13,2026-01-03 13:47:13.744894,2999-12-31 23:59:59.000000,True
220,162,1,3,Электронный Комплект Пространство,79054.28,107337.51,2025-11-01 02:08:38.304137,2999-12-31 23:59:59.000000,True
221,163,4,4,Базовый Комплект Мелькнуть,8334.39,14298.61,2023-12-07 03:41:25.247545,2024-04-25 03:41:25.247545,False
222,163,4,4,Базовый Комплект Мелькнуть,9260.43,15887.34,2024-04-25 03:41:25.247545,2999-12-31 23:59:59.000000,True
223,164,1,5,Профессиональный Набор Трубка,111376.21,133823.09,2025-08-10 04:37:25.957398,2999-12-31 23:59:59.000000,True
224,165,1,4,Акустический Синтезатор Торговля,138113.76,180566.69,2026-03-01 00:30:30.345562,2999-12-31 23:59:59.000000,True
225,166,4,2,Акустический Набор Правление,56720.01,92576.85,2023-12-26 10:58:37.451366,2024-04-23 10:58:37.451366,False
226,166,4,2,Акустический Набор Правление,63022.23,102863.17,2024-04-23 10:58:37.451366,2999-12-31 23:59:59.000000,True
227,167,1,5,Профессиональный Набор Видимо,30829.11,46535.45,2023-12-26 15:48:47.696685,2024-07-15 15:48:47.696685,False
228,167,1,5,Профессиональный Набор Видимо,34254.57,51706.06,2024-07-15 15:48:47.696685,2999-12-31 23:59:59.000000,True
229,168,4,3,Акустический Комплект Механический,13871.44,20447.16,2025-08-21 07:38:30.711867,2999-12-31 23:59:59.000000,True
230,169,3,5,Студийный Синтезатор Куча,55872.77,99627.55,2026-05-10 14:56:39.122517,2999-12-31 23:59:59.000000,True
231,170,5,2,Студийный Инструмент Солнце,139927.23,169920.09,2025-12-19 02:04:15.351371,2999-12-31 23:59:59.000000,True
232,171,1,3,Профессиональный Синтезатор Демократия,114751.7,187771.54,2024-10-13 21:54:43.362157,2025-06-05 21:54:43.362157,False
233,171,1,3,Профессиональный Синтезатор Демократия,127501.89,208635.04,2025-06-05 21:54:43.362157,2999-12-31 23:59:59.000000,True
234,172,4,4,Профессиональный Набор Тяжелый,107036.22,134417.8,2025-07-16 11:53:34.726259,2999-12-31 23:59:59.000000,True
235,173,5,4,Акустический Синтезатор Товар,131587.79,164608.62,2024-06-10 02:42:37.519994,2024-10-22 02:42:37.519994,False
236,173,5,4,Акустический Синтезатор Товар,146208.66,182898.47,2024-10-22 02:42:37.519994,2999-12-31 23:59:59.000000,True
237,174,4,1,Базовый Усилитель Металл,9252.14,14779.97,2023-10-12 14:24:44.443536,2024-04-03 14:24:44.443536,False
238,174,4,1,Базовый Усилитель Металл,10280.15,16422.19,2024-04-03 14:24:44.443536,2999-12-31 23:59:59.000000,True
239,175,3,4,Акустический Комплект При,68460.92,91749.05,2025-10-03 04:26:01.186939,2999-12-31 23:59:59.000000,True
240,176,5,1,Студийный Инструмент Порода,25491.87,37718.61,2026-02-16 14:39:17.219783,2999-12-31 23:59:59.000000,True
241,177,2,4,Акустический Синтезатор Бетонный,36437.56,46346.69,2024-10-28 04:30:26.449021,2025-07-30 04:30:26.449021,False
242,177,2,4,Акустический Синтезатор Бетонный,40486.18,51496.32,2025-07-30 04:30:26.449021,2999-12-31 23:59:59.000000,True
243,178,5,1,Студийный Комплект Прелесть,23100.25,37577.05,2025-11-16 01:04:20.466702,2999-12-31 23:59:59.000000,True
244,179,1,3,Акустический Набор Пропаганда,5631.23,8123.81,2026-03-08 04:23:25.480686,2999-12-31 23:59:59.000000,True
245,180,2,1,Электронный Инструмент Посидеть,108702.56,139560.59,2024-02-28 15:15:29.221492,2024-12-23 15:15:29.221492,False
246,180,2,1,Электронный Инструмент Посидеть,120780.62,155067.32,2024-12-23 15:15:29.221492,2999-12-31 23:59:59.000000,True
247,181,2,2,Электронный Комплект Мотоцикл,92930.85,163794.8,2023-12-02 12:16:22.805812,2024-08-08 12:16:22.805812,False
248,181,2,2,Электронный Комплект Мотоцикл,103256.5,181994.22,2024-08-08 12:16:22.805812,2999-12-31 23:59:59.000000,True
249,182,1,1,Профессиональный Набор Призыв,121924.73,178748.82,2024-09-30 10:06:10.778950,2025-04-02 10:06:10.778950,False
250,182,1,1,Профессиональный Набор Призыв,135471.92,198609.8,2025-04-02 10:06:10.778950,2999-12-31 23:59:59.000000,True
251,183,4,1,Студийный Усилитель Порт,65540.3,107136.01,2026-01-08 11:45:56.219563,2999-12-31 23:59:59.000000,True
252,184,4,2,Акустический Набор Помимо,136337.33,186098.96,2025-11-25 19:29:54.234546,2999-12-31 23:59:59.000000,True
253,185,5,5,Базовый Набор Рассуждение,97444.48,146101.92,2025-10-02 11:39:18.369417,2999-12-31 23:59:59.000000,True
254,186,1,3,Электронный Набор Что,63465.99,100631.14,2025-12-20 12:01:30.698672,2999-12-31 23:59:59.000000,True
255,187,5,1,Электронный Комплект Художественный,72472.98,120947.33,2025-06-14 11:24:57.305785,2999-12-31 23:59:59.000000,True
256,188,3,4,Акустический Набор Райком,4395.04,6848.66,2024-02-16 01:39:06.393272,2024-12-11 01:39:06.393272,False
257,188,3,4,Акустический Набор Райком,4883.38,7609.62,2024-12-11 01:39:06.393272,2999-12-31 23:59:59.000000,True
258,189,4,5,Акустический Усилитель Запеть,134947.13,240798.03,2024-03-27 09:15:57.609810,2024-12-20 09:15:57.609810,False
259,189,4,5,Акустический Усилитель Запеть,149941.26,267553.37,2024-12-20 09:15:57.609810,2999-12-31 23:59:59.000000,True
260,190,5,1,Студийный Усилитель Запретить,127129.26,213378.12,2025-07-26 21:09:07.134731,2999-12-31 23:59:59.000000,True
261,191,2,2,Студийный Усилитель Наслаждение,48382.65,79486.07,2026-01-31 05:54:09.340196,2999-12-31 23:59:59.000000,True
262,192,3,5,Базовый Набор Расстегнуть,84903.22,111472.85,2026-01-30 16:23:10.479669,2999-12-31 23:59:59.000000,True
263,193,4,5,Акустический Набор Вперед,66667.53,83611.38,2023-10-06 02:03:22.370072,2024-03-10 02:03:22.370072,False
264,193,4,5,Акустический Набор Вперед,74075.03,92901.53,2024-03-10 02:03:22.370072,2999-12-31 23:59:59.000000,True
265,194,4,1,Акустический Усилитель Невыносимый,31018.19,39650.36,2025-07-20 18:07:21.931873,2999-12-31 23:59:59.000000,True
266,195,3,1,Профессиональный Набор Выкинуть,88404.77,154737.92,2025-08-29 23:17:57.867941,2999-12-31 23:59:59.000000,True
267,196,3,1,Акустический Синтезатор Роскошный,88316.48,123814.11,2025-05-19 22:52:55.691000,2999-12-31 23:59:59.000000,True
268,197,4,4,Акустический Набор Руководитель,106370.26,163510.92,2025-11-13 15:58:59.577966,2999-12-31 23:59:59.000000,True
269,198,3,2,Базовый Набор Другой,51641.31,84712.25,2024-11-19 14:45:46.631999,2025-04-13 14:45:46.631999,False
270,198,3,2,Базовый Набор Другой,57379.23,94124.72,2025-04-13 14:45:46.631999,2999-12-31 23:59:59.000000,True
271,199,5,4,Базовый Инструмент Хлеб,28130.18,39127.12,2025-10-17 04:34:05.359648,2999-12-31 23:59:59.000000,True
272,200,5,1,Электронный Набор Опасность,50344.1,62763.18,2025-11-13 01:36:37.556397,2999-12-31 23:59:59.000000,True
273,201,1,3,Электронный Инструмент Носок,36464.99,49217.69,2024-07-27 22:52:31.214813,2025-01-08 22:52:31.214813,False
274,201,1,3,Электронный Инструмент Носок,40516.65,54686.32,2025-01-08 22:52:31.214813,2999-12-31 23:59:59.000000,True
275,202,1,1,Электронный Синтезатор Поставить,110155.09,196237.01,2026-05-09 20:52:46.319494,2999-12-31 23:59:59.000000,True
276,203,4,3,Базовый Синтезатор Опасность,16112.86,23971.0,2025-12-16 07:13:19.835854,2999-12-31 23:59:59.000000,True
277,204,2,2,Электронный Инструмент Опасность,108071.99,131852.98,2025-04-27 02:24:58.015701,2025-10-10 02:24:58.015701,False
278,204,2,2,Электронный Инструмент Опасность,120079.99,146503.31,2025-10-10 02:24:58.015701,2999-12-31 23:59:59.000000,True
279,205,1,3,Студийный Синтезатор Важный,24974.77,31093.62,2025-06-24 07:34:41.394674,2999-12-31 23:59:59.000000,True
280,206,3,5,Базовый Синтезатор Пересечь,105971.19,154590.14,2025-12-23 01:51:05.238514,2999-12-31 23:59:59.000000,True
281,207,4,2,Профессиональный Инструмент Механический,50333.09,89826.4,2026-03-14 21:02:55.847486,2999-12-31 23:59:59.000000,True
282,208,5,3,Акустический Комплект Провал,36394.69,44757.51,2026-01-20 10:16:02.212939,2999-12-31 23:59:59.000000,True
283,209,2,1,Акустический Инструмент Тревога,64713.29,89092.71,2026-05-05 00:07:52.787609,2999-12-31 23:59:59.000000,True
284,210,2,1,Профессиональный Набор Тусклый,23808.6,32738.9,2023-10-22 08:29:19.245087,2024-02-28 08:29:19.245087,False
285,210,2,1,Профессиональный Набор Тусклый,26454.0,36376.55,2024-02-28 08:29:19.245087,2999-12-31 23:59:59.000000,True
286,211,4,4,Электронный Комплект Прежде,13121.45,20029.57,2023-10-05 19:07:28.391786,2024-04-19 19:07:28.391786,False
287,211,4,4,Электронный Комплект Прежде,14579.39,22255.08,2024-04-19 19:07:28.391786,2999-12-31 23:59:59.000000,True
288,212,4,1,Акустический Синтезатор Заведение,63264.28,84504.96,2025-03-08 00:06:53.843000,2025-07-01 00:06:53.843000,False
289,212,4,1,Акустический Синтезатор Заведение,70293.64,93894.4,2025-07-01 00:06:53.843000,2999-12-31 23:59:59.000000,True
290,213,1,1,Акустический Усилитель Кидать,56415.61,93304.31,2024-02-21 15:57:44.383551,2024-06-15 15:57:44.383551,False
291,213,1,1,Акустический Усилитель Кидать,62684.01,103671.46,2024-06-15 15:57:44.383551,2999-12-31 23:59:59.000000,True
292,214,5,4,Базовый Синтезатор Развитый,77700.99,104226.96,2023-07-22 05:36:00.640786,2024-02-08 05:36:00.640786,False
293,214,5,4,Базовый Синтезатор Развитый,86334.43,115807.73,2024-02-08 05:36:00.640786,2999-12-31 23:59:59.000000,True
294,215,1,5,Базовый Усилитель Домашний,120267.1,193211.61,2025-08-21 02:15:22.944725,2999-12-31 23:59:59.000000,True
295,216,4,2,Студийный Набор Художественный,121460.65,154948.76,2025-12-03 06:15:09.099372,2999-12-31 23:59:59.000000,True
296,217,4,2,Студийный Усилитель Расстегнуть,39425.07,68855.2,2025-07-10 22:38:18.775990,2999-12-31 23:59:59.000000,True
297,218,4,5,Электронный Усилитель Какой,49592.89,67730.03,2025-08-08 10:00:44.589146,2999-12-31 23:59:59.000000,True
298,219,5,5,Базовый Синтезатор Означать,17765.31,22913.44,2025-06-24 23:32:07.408530,2999-12-31 23:59:59.000000,True
299,220,1,1,Базовый Инструмент Угодный,118076.1,203148.18,2026-01-07 01:48:34.931623,2999-12-31 23:59:59.000000,True
300,221,3,4,Электронный Усилитель Мучительно,82561.82,100930.13,2023-12-14 14:43:30.624779,2024-04-28 14:43:30.624779,False
301,221,3,4,Электронный Усилитель Мучительно,91735.36,112144.59,2024-04-28 14:43:30.624779,2999-12-31 23:59:59.000000,True
302,222,4,1,Электронный Комплект Эффект,103886.55,127736.26,2026-02-28 03:07:43.398212,2999-12-31 23:59:59.000000,True
303,223,3,1,Акустический Комплект Шлем,47331.45,80733.63,2026-05-08 04:27:16.375497,2999-12-31 23:59:59.000000,True
304,224,2,2,Акустический Синтезатор Изучить,116330.6,161992.8,2025-05-19 00:18:19.335137,2999-12-31 23:59:59.000000,True
305,225,1,2,Электронный Набор Счастье,137101.49,198015.99,2025-12-17 18:37:32.163279,2999-12-31 23:59:59.000000,True
306,226,3,1,Базовый Набор Мрачно,10776.93,17520.5,2026-01-15 01:58:46.284416,2999-12-31 23:59:59.000000,True
307,227,5,5,Профессиональный Набор Иной,29721.75,50519.78,2025-11-02 18:34:23.328332,2999-12-31 23:59:59.000000,True
308,228,4,1,Акустический Набор Труп,41822.65,70851.91,2025-09-22 02:51:02.174366,2999-12-31 23:59:59.000000,True
309,229,1,1,Студийный Комплект Монета,73829.22,108356.35,2025-08-28 14:43:59.203930,2999-12-31 23:59:59.000000,True
310,230,5,3,Акустический Набор Витрина,125810.41,170497.76,2026-01-22 10:12:02.860817,2999-12-31 23:59:59.000000,True
311,231,1,4,Профессиональный Набор Вывести,115397.44,192471.17,2023-06-23 08:20:42.115271,2023-11-26 08:20:42.115271,False
312,231,1,4,Профессиональный Набор Вывести,128219.38,213856.86,2023-11-26 08:20:42.115271,2999-12-31 23:59:59.000000,True
313,232,2,3,Электронный Усилитель Полоска,-500.0,-1000.0,2026-01-15 08:46:39.952495,2999-12-31 23:59:59.000000,True
314,233,2,2,Базовый Инструмент За,34341.73,53745.02,2026-02-18 13:56:58.637317,2999-12-31 23:59:59.000000,True
315,234,3,4,Электронный Комплект Исполнять,69390.7,92353.85,2026-01-01 08:50:30.231992,2999-12-31 23:59:59.000000,True
316,235,5,4,Базовый Инструмент Правильный,2094.79,3769.9,2025-06-10 14:22:09.995903,2999-12-31 23:59:59.000000,True
317,236,5,5,Базовый Комплект Встать,40925.62,51765.29,2023-06-28 07:52:47.145369,2023-12-15 07:52:47.145369,False
318,236,5,5,Базовый Комплект Встать,45472.91,57516.99,2023-12-15 07:52:47.145369,2999-12-31 23:59:59.000000,True
319,237,3,3,Акустический Набор Потрясти,23339.47,38726.82,2026-02-08 20:05:56.377030,2999-12-31 23:59:59.000000,True
320,238,5,4,Акустический Набор Провал,108471.2,172820.69,2025-12-23 23:21:12.123361,2999-12-31 23:59:59.000000,True
321,239,4,4,Электронный Инструмент Художественный,87870.53,157890.36,2026-02-02 17:40:58.544915,2999-12-31 23:59:59.000000,True
322,240,2,5,Электронный Комплект Цвет,76589.91,130758.24,2025-08-19 20:38:52.602541,2999-12-31 23:59:59.000000,True
323,241,2,3,Профессиональный Синтезатор Сбросить,20063.68,27190.12,2026-02-25 22:06:41.351438,2999-12-31 23:59:59.000000,True
324,242,2,3,Профессиональный Набор Товар,53937.23,88809.05,2025-09-30 22:20:46.394512,2999-12-31 23:59:59.000000,True
325,243,3,3,Акустический Усилитель Выражаться,44813.62,76663.93,2025-06-29 17:11:20.926541,2999-12-31 23:59:59.000000,True
326,244,5,5,Базовый Инструмент Выражаться,64224.66,84566.29,2023-09-21 06:25:10.231542,2024-06-21 06:25:10.231542,False
327,244,5,5,Базовый Инструмент Выражаться,71360.73,93962.55,2024-06-21 06:25:10.231542,2999-12-31 23:59:59.000000,True
328,245,3,4,Профессиональный Набор Степь,21467.42,28340.81,2026-01-24 05:08:42.167351,2999-12-31 23:59:59.000000,True
329,246,4,2,Акустический Набор Цвет,117062.24,174721.07,2025-09-26 17:01:21.764036,2999-12-31 23:59:59.000000,True
330,247,1,1,Электронный Комплект Монета,32197.97,53581.46,2025-09-22 02:21:22.938918,2999-12-31 23:59:59.000000,True
331,248,1,2,Базовый Синтезатор Равнодушный,95389.64,137555.3,2025-05-17 09:02:04.275177,2999-12-31 23:59:59.000000,True
332,249,1,5,Студийный Комплект Конференция,142560.22,247371.04,2025-09-29 19:00:32.495465,2999-12-31 23:59:59.000000,True
333,250,1,1,Студийный Набор Бетонный,93901.67,132083.02,2024-06-06 10:55:43.400590,2024-12-21 10:55:43.400590,False
334,250,1,1,Студийный Набор Бетонный,104335.19,146758.91,2024-12-21 10:55:43.400590,2999-12-31 23:59:59.000000,True
335,251,3,2,Профессиональный Инструмент Вздрагивать,45432.14,62446.33,2025-06-28 19:00:22.012372,2999-12-31 23:59:59.000000,True
336,252,3,4,Студийный Комплект Оборот,149424.7,223256.52,2026-03-05 07:54:06.147378,2999-12-31 23:59:59.000000,True
337,253,4,1,Студийный Набор Руководитель,109348.16,139826.06,2025-10-23 04:31:03.962717,2999-12-31 23:59:59.000000,True
338,254,2,1,Акустический Инструмент Находить,56903.67,90146.38,2026-04-08 14:57:45.935740,2999-12-31 23:59:59.000000,True
339,255,5,1,Профессиональный Инструмент Спичка,8187.02,10393.21,2025-10-05 23:18:12.533137,2999-12-31 23:59:59.000000,True
340,256,3,4,Студийный Набор Деловой,104583.61,165052.47,2026-04-16 09:28:13.394076,2999-12-31 23:59:59.000000,True
341,257,5,3,Базовый Усилитель Полевой,105408.23,152978.48,2025-10-03 01:55:51.181328,2999-12-31 23:59:59.000000,True
342,258,5,1,Акустический Инструмент Опасность,117929.25,176733.9,2025-10-04 02:57:54.004870,2999-12-31 23:59:59.000000,True
343,259,5,2,Акустический Синтезатор Прелесть,45007.33,55072.92,2025-10-17 21:50:17.400326,2999-12-31 23:59:59.000000,True
344,260,4,3,Студийный Инструмент Экзамен,2609.69,3271.0,2024-02-07 21:47:25.138111,2024-10-10 21:47:25.138111,False
345,260,4,3,Студийный Инструмент Экзамен,2899.66,3634.44,2024-10-10 21:47:25.138111,2999-12-31 23:59:59.000000,True
346,261,2,1,Базовый Инструмент Неожиданно,97929.88,123467.48,2024-10-27 20:36:07.768433,2025-04-04 20:36:07.768433,False
347,261,2,1,Базовый Инструмент Неожиданно,108810.98,137186.09,2025-04-04 20:36:07.768433,2999-12-31 23:59:59.000000,True
348,262,3,3,Электронный Инструмент Некоторый,14284.38,18638.56,2024-08-23 05:10:02.420990,2025-02-13 05:10:02.420990,False
349,262,3,3,Электронный Инструмент Некоторый,15871.53,20709.51,2025-02-13 05:10:02.420990,2999-12-31 23:59:59.000000,True
350,263,3,4,Профессиональный Инструмент Пламя,115052.08,199520.46,2024-08-17 12:42:28.379313,2024-12-30 12:42:28.379313,False
351,263,3,4,Профессиональный Инструмент Пламя,127835.64,221689.4,2024-12-30 12:42:28.379313,2999-12-31 23:59:59.000000,True
352,264,2,3,Акустический Синтезатор Рабочий,143308.28,195040.51,2026-03-14 06:21:26.804328,2999-12-31 23:59:59.000000,True
353,265,3,2,Профессиональный Синтезатор Развернуться,60637.28,89374.69,2025-11-27 11:14:25.045098,2999-12-31 23:59:59.000000,True
354,266,4,4,Студийный Инструмент Вчера,20744.22,33934.36,2025-05-16 09:42:49.456934,2999-12-31 23:59:59.000000,True
355,267,1,4,Базовый Синтезатор Находить,108483.71,174337.21,2024-07-14 10:56:15.118083,2025-01-27 10:56:15.118083,False
356,267,1,4,Базовый Синтезатор Находить,120537.45,193708.01,2025-01-27 10:56:15.118083,2999-12-31 23:59:59.000000,True
357,268,5,1,Студийный Синтезатор Непривычный,138139.3,175127.82,2025-06-24 14:25:32.223661,2999-12-31 23:59:59.000000,True
358,269,3,3,Профессиональный Усилитель Бок,115361.78,178348.09,2025-06-02 20:18:26.683764,2999-12-31 23:59:59.000000,True
359,270,3,5,Базовый Усилитель Избегать,13671.97,21834.52,2023-11-02 05:42:13.713988,2024-05-08 05:42:13.713988,False
360,270,3,5,Базовый Усилитель Избегать,15191.08,24260.58,2024-05-08 05:42:13.713988,2999-12-31 23:59:59.000000,True
361,271,4,2,Базовый Усилитель Правление,8217.32,13032.98,2023-08-25 12:04:18.795541,2024-04-01 12:04:18.795541,False
362,271,4,2,Базовый Усилитель Правление,9130.35,14481.09,2024-04-01 12:04:18.795541,2999-12-31 23:59:59.000000,True
363,272,2,1,Электронный Комплект Кольцо,33203.59,59171.69,2023-05-29 22:47:52.774832,2023-11-02 22:47:52.774832,False
364,272,2,1,Электронный Комплект Кольцо,36892.88,65746.32,2023-11-02 22:47:52.774832,2999-12-31 23:59:59.000000,True
365,273,4,4,Студийный Инструмент Картинка,69405.09,116653.08,2025-09-13 05:02:08.687121,2999-12-31 23:59:59.000000,True
366,274,4,3,Профессиональный Синтезатор Предоставить,112040.61,135643.25,2025-07-24 11:09:40.086821,2999-12-31 23:59:59.000000,True
367,275,5,1,Профессиональный Усилитель Полностью,144512.52,228694.37,2025-10-27 10:35:00.610432,2999-12-31 23:59:59.000000,True
368,276,4,3,Акустический Инструмент Стакан,122671.71,209350.37,2025-12-06 00:24:11.616385,2999-12-31 23:59:59.000000,True
369,277,5,4,Акустический Синтезатор Мелочь,16190.53,26804.92,2024-07-22 08:31:33.520657,2025-01-25 08:31:33.520657,False
370,277,5,4,Акустический Синтезатор Мелочь,17989.48,29783.24,2025-01-25 08:31:33.520657,2999-12-31 23:59:59.000000,True
371,278,3,5,Базовый Комплект Коробка,95051.08,116672.05,2025-01-28 06:56:12.812573,2025-06-12 06:56:12.812573,False
372,278,3,5,Базовый Комплект Коробка,105612.31,129635.61,2025-06-12 06:56:12.812573,2999-12-31 23:59:59.000000,True
373,279,4,1,Акустический Усилитель Оставить,30192.3,38418.12,2026-01-04 13:03:30.593063,2999-12-31 23:59:59.000000,True
374,280,2,3,Профессиональный Синтезатор Вздрогнуть,7928.55,12526.67,2026-05-01 09:18:00.207063,2999-12-31 23:59:59.000000,True
375,281,4,4,Базовый Усилитель Опасность,21060.77,31576.35,2025-05-30 11:59:03.814575,2999-12-31 23:59:59.000000,True
376,282,4,5,Электронный Усилитель Важный,117381.14,204960.25,2025-11-23 05:47:54.600155,2999-12-31 23:59:59.000000,True
377,283,2,1,Электронный Усилитель Мера,91317.96,127215.62,2025-06-30 00:00:13.868671,2999-12-31 23:59:59.000000,True
378,284,5,2,Акустический Синтезатор Написать,144575.44,257676.08,2025-10-28 16:23:29.104936,2999-12-31 23:59:59.000000,True
379,285,4,5,Базовый Комплект Остановить,126618.09,193559.0,2026-03-05 23:26:37.500588,2999-12-31 23:59:59.000000,True
380,286,5,2,Студийный Набор Функция,94000.97,129190.02,2026-04-18 16:51:21.519509,2999-12-31 23:59:59.000000,True
381,287,2,5,Базовый Комплект Четыре,106842.56,176980.96,2025-09-06 21:30:48.763758,2999-12-31 23:59:59.000000,True
382,288,4,5,Акустический Синтезатор Кидать,109293.67,165431.05,2023-11-28 14:32:04.261598,2024-04-13 14:32:04.261598,False
383,288,4,5,Акустический Синтезатор Кидать,121437.41,183812.28,2024-04-13 14:32:04.261598,2999-12-31 23:59:59.000000,True
384,289,1,2,Акустический Набор Банда,132791.7,213799.18,2024-07-17 07:12:30.769206,2024-11-09 07:12:30.769206,False
385,289,1,2,Акустический Набор Банда,147546.33,237554.64,2024-11-09 07:12:30.769206,2999-12-31 23:59:59.000000,True
386,290,3,2,Базовый Инструмент Передо,54443.68,80116.96,2025-05-28 10:04:12.104173,2999-12-31 23:59:59.000000,True
387,291,5,2,Базовый Синтезатор Скрытый,36401.73,60812.16,2026-02-09 07:13:14.630285,2999-12-31 23:59:59.000000,True
388,292,1,4,Электронный Синтезатор Доставать,143548.59,256305.09,2025-12-19 08:48:08.136917,2999-12-31 23:59:59.000000,True
389,293,1,3,Студийный Усилитель Бригада,130458.64,223901.84,2025-08-24 14:43:31.257690,2999-12-31 23:59:59.000000,True
390,294,3,5,Базовый Усилитель Возбуждение,27246.5,44546.63,2023-10-24 09:04:19.424292,2024-05-25 09:04:19.424292,False
391,294,3,5,Базовый Усилитель Возбуждение,30273.89,49496.26,2024-05-25 09:04:19.424292,2999-12-31 23:59:59.000000,True
392,295,1,2,Студийный Усилитель Прощение,16905.35,20698.58,2023-08-11 18:21:44.419302,2024-01-25 18:21:44.419302,False
393,295,1,2,Студийный Усилитель Прощение,18783.72,22998.42,2024-01-25 18:21:44.419302,2999-12-31 23:59:59.000000,True
394,296,5,3,Профессиональный Комплект Вздрагивать,63435.03,111804.03,2024-08-15 13:58:28.362713,2025-02-13 13:58:28.362713,False
395,296,5,3,Профессиональный Комплект Вздрагивать,70483.37,124226.7,2025-02-13 13:58:28.362713,2999-12-31 23:59:59.000000,True
396,297,5,3,Электронный Усилитель Вчера,82973.87,103196.96,2026-01-29 18:45:49.479015,2999-12-31 23:59:59.000000,True
397,298,2,5,Профессиональный Усилитель Угодный,24746.2,37758.94,2025-10-01 14:09:25.710454,2999-12-31 23:59:59.000000,True
398,299,2,3,Акустический Комплект Банда,44742.58,79202.64,2025-09-17 09:10:50.718967,2999-12-31 23:59:59.000000,True
399,300,5,1,Профессиональный Комплект Радость,67404.42,117465.54,2025-08-23 21:53:49.847893,2999-12-31 23:59:59.000000,True
